Entity,Code,Year,"Meat, game | 00001163 || Production | 005510 || tonnes","Meat, duck | 00001069 || Production | 005510 || tonnes","Meat, horse | 00001097 || Production | 005510 || tonnes","Meat, camel | 00001127 || Production | 005510 || tonnes","Meat, goose and guinea fowl | 00001073 || Production | 005510 || tonnes","Meat, sheep and goat | 00001807 || Production | 005510 || tonnes","Meat, beef and buffalo | 00001806 || Production | 005510 || tonnes","Meat, pig | 00001035 || Production | 005510 || tonnes","Meat, poultry | 00001808 || Production | 005510 || tonnes"
Angola,AGO,1986,6000,,,,,4379,57000,20600,6930
Angola,AGO,1987,6000,,,,,4465,57000,21000,6975
Angola,AGO,1988,6000,,,,,4605,57000,21150,7020
Angola,AGO,1989,6000,,,,,4735,58000,22000,7065
Angola,AGO,1990,6078,,,,,4600,59000,23992,7110
Angola,AGO,1991,6062,,,,,5160,60000,23000,7155
Angola,AGO,1992,6202,,,,,5334,66000,24000,7200
Angola,AGO,1993,6500,,,,,5622,68061,24500,7290
Angola,AGO,1994,6800,,,,,5935,65000,25000,7290
Angola,AGO,1995,7000,,,,,6409,55401,26000,7335
Angola,AGO,1996,7200,,,,,7518,71000,28000,7380
Angola,AGO,1997,7400,,,,,8700,77000,29000,7425
Angola,AGO,1998,7500,,,,,9420,85000,29058,7470
Angola,AGO,1999,7596,,,,,10155,84404,28600,7560
Angola,AGO,2000,7706,,,,,10950,93806,29000,7740
Angola,AGO,2001,7824,,,,,12938,94464,29900,7875
Angola,AGO,2002,7948,,,,,14438,96202,34100,8010
Angola,AGO,2003,8076,,,,,15930,96017,35750,8100
Angola,AGO,2004,8191,,,,,16763,72250,39300,8280
Angola,AGO,2005,8317,,,,,18225,84660,39900,7920
Angola,AGO,2006,8511,,,,,19050,84863,44600,9000
Angola,AGO,2007,8617,,,,,19290,91800,49800,10800
Angola,AGO,2008,8713,,,,,19845,96900,55600,13140
Angola,AGO,2009,8799,,,,,20400,97750,61900,15660
Angola,AGO,2010,8872,,,,,20925,98600,69550,19080
Angola,AGO,2011,8940,,,,,21555,100300,76700,22050
Angola,AGO,2012,8970,,,,,21855,102000,84500,25650
Angola,AGO,2013,8990,,,,,22725,105400,93600,29880
Angola,AGO,2014,9015,,,,,23164,103854,103355,35036
Angola,AGO,2015,9382,,,,,23507,102043,112702,39529
Angola,AGO,2016,9129,,,,,23881,103616,122130,39518
Angola,AGO,2017,9453,,,,,24471,104071,126101,40375
Angola,AGO,2018,9519,,,,,24918,103755,133930,41640
Angola,AGO,2019,9367,,,,,25431,104312,141847,49002
Angola,AGO,2020,9447,,,,,25940,104876,149772,52216
Antigua and Barbuda,ATG,1961,,,,,,38,250,47,60
Antigua and Barbuda,ATG,1962,,,,,,40,162,48,79
Antigua and Barbuda,ATG,1963,,,,,,38,197,48,81
Antigua and Barbuda,ATG,1964,,,,,,39,260,50,83
Antigua and Barbuda,ATG,1965,,,,,,38,220,53,82
Antigua and Barbuda,ATG,1966,,,,,,41,238,54,83
Antigua and Barbuda,ATG,1967,,,,,,43,160,60,84
Antigua and Barbuda,ATG,1968,,,,,,43,138,70,86
Antigua and Barbuda,ATG,1969,,,,,,43,172,75,90
Antigua and Barbuda,ATG,1970,,,,,,45,176,80,96
Antigua and Barbuda,ATG,1971,,,,,,47,307,94,97
Antigua and Barbuda,ATG,1972,,,,,,46,286,82,101
Antigua and Barbuda,ATG,1973,,,,,,50,278,84,104
Antigua and Barbuda,ATG,1974,,,,,,53,255,43,108
Antigua and Barbuda,ATG,1975,,,,,,53,150,30,109
Antigua and Barbuda,ATG,1976,,,,,,50,189,33,112
Antigua and Barbuda,ATG,1977,,,,,,54,249,55,132
Antigua and Barbuda,ATG,1978,,,,,,52,405,62,120
Antigua and Barbuda,ATG,1979,,,,,,61,429,73,120
Antigua and Barbuda,ATG,1980,,,,,,68,509,91,120
Antigua and Barbuda,ATG,1981,,,,,,68,468,56,122
Antigua and Barbuda,ATG,1982,,,,,,69,415,56,132
Antigua and Barbuda,ATG,1983,,,,,,70,457,62,138
Antigua and Barbuda,ATG,1984,,,,,,70,420,75,130
Antigua and Barbuda,ATG,1985,,,,,,71,600,80,156
Antigua and Barbuda,ATG,1986,,,,,,74,600,80,168
Antigua and Barbuda,ATG,1987,,,,,,75,600,83,168
Antigua and Barbuda,ATG,1988,,,,,,73,600,88,168
Antigua and Barbuda,ATG,1989,,,,,,72,450,72,168
Antigua and Barbuda,ATG,1990,,,,,,73,520,78,180
Antigua and Barbuda,ATG,1991,,,,,,74,550,78,192
Antigua and Barbuda,ATG,1992,,,,,,74,550,80,204
Antigua and Barbuda,ATG,1993,,,,,,81,550,80,210
Antigua and Barbuda,ATG,1994,,,,,,91,550,80,210
Antigua and Barbuda,ATG,1995,,,,,,105,530,83,216
Antigua and Barbuda,ATG,1996,,,,,,117,500,102,216
Antigua and Barbuda,ATG,1997,,,,,,129,480,117,240
Antigua and Barbuda,ATG,1998,,,,,,137,460,135,240
Antigua and Barbuda,ATG,1999,,,,,,145,470,151,264
Antigua and Barbuda,ATG,2000,,,,,,152,470,169,264
Antigua and Barbuda,ATG,2001,,,,,,154,500,178,288
Antigua and Barbuda,ATG,2002,,,,,,157,510,181,288
Antigua and Barbuda,ATG,2003,,,,,,159,520,188,312
Antigua and Barbuda,ATG,2004,,,,,,161,520,194,312
Antigua and Barbuda,ATG,2005,,,,,,166,520,194,336
Antigua and Barbuda,ATG,2006,,,,,,175,520,180,336
Antigua and Barbuda,ATG,2007,,,,,,192,520,150,360
Antigua and Barbuda,ATG,2008,,,,,,157,560,130,360
Antigua and Barbuda,ATG,2009,,,,,,134,560,100,240
Antigua and Barbuda,ATG,2010,,,,,,25,148,55,180
Antigua and Barbuda,ATG,2011,,,,,,44,152,75,96
Antigua and Barbuda,ATG,2012,,,,,,12,156,67,80
Antigua and Barbuda,ATG,2013,,,,,,27,159,70,42
Antigua and Barbuda,ATG,2014,,,,,,27,147,68,15
Antigua and Barbuda,ATG,2015,,,,,,22,146,67,39
Antigua and Barbuda,ATG,2016,,,,,,24,150,64,26
Antigua and Barbuda,ATG,2017,,,,,,24,150,66,23
Antigua and Barbuda,ATG,2018,,,,,,7,76,59,19
Antigua and Barbuda,ATG,2019,,,,,,7,60,58,16
Antigua and Barbuda,ATG,2020,,,,,,7,66,68,16
Argentina,ARG,1961,23000,3744,27520,,330,176976,2145064,186932,43171
Argentina,ARG,1962,24000,4056,38979,,360,176036,2378826,159260,50950
Argentina,ARG,1963,35000,4368,58000,,390,160529,2605287,157408,62032
Argentina,ARG,1964,26000,5038,87750,,420,145297,2019240,153787,85201
Argentina,ARG,1965,26500,5363,81911,,450,173064,1995096,212536,127760
Argentina,ARG,1966,27000,5753,64499,,480,197896,2320931,233100,122185
Argentina,ARG,1967,27500,4732,68022,,330,214276,2521953,217260,126029
Argentina,ARG,1968,28000,5343,70013,,360,219370,2561320,182605,138553
Argentina,ARG,1969,39000,5265,81000,,450,203603,2882933,204665,146155
Argentina,ARG,1970,41000,4992,85461,,450,186768,2624011,210172,186947
Argentina,ARG,1971,32250,4446,76571,,450,185833,2000893,248026,211806
Argentina,ARG,1972,55000,3926,82855,,450,142946,2191102,216041,204646
Argentina,ARG,1973,34500,3770,58711,,450,138396,2148578,257707,207090
Argentina,ARG,1974,38750,4134,32128,,450,120946,2163033,240450,282294
Argentina,ARG,1975,37000,3900,35652,,420,131281,2438552,255064,277990
Argentina,ARG,1976,38000,2600,46666,,390,134971,2811410,257764,262610
Argentina,ARG,1977,39000,2860,52737,,330,139921,2913776,241489,256800
Argentina,ARG,1978,38000,3120,53500,,330,136617,3193244,214079,264570
Argentina,ARG,1979,40000,3120,55619,,405,136609,3020199,258241,290563
Argentina,ARG,1980,41000,4680,41274,,420,117816,2839248,263280,298500
Argentina,ARG,1981,42000,5460,44018,,420,120048,2939205,253663,303270
Argentina,ARG,1982,45000,6760,50000,,570,117118,2550542,230316,339790
Argentina,ARG,1983,44000,7540,50000,,615,116526,2455270,207204,357115
Argentina,ARG,1984,45000,8060,50000,,675,115270,2553720,210884,352885
Argentina,ARG,1985,45000,9100,42818,,675,104376,2847838,192968,365485
Argentina,ARG,1986,46000,8060,35924,,720,104270,3023413,206486,378560
Argentina,ARG,1987,43000,8060,40881,,720,96270,2574359,204687,438788
Argentina,ARG,1988,42000,7020,42000,,720,89689,2506467,192526,391579
Argentina,ARG,1989,40000,7020,42000,,720,90784,2558857,172051,347148
Argentina,ARG,1991,42000,5855,45600,,519,91532,2918000,141585,410844
Argentina,ARG,1992,43000,7881,47800,,699,72684,2784000,157230,498450
Argentina,ARG,1993,44000,7800,50000,,630,72191,2808000,230140,713385
Argentina,ARG,1994,45000,7540,49919,,600,92480,2783000,230340,752774
Argentina,ARG,1995,46000,7280,48026,,540,88259,2688000,211433,817255
Argentina,ARG,1996,47000,7020,47336,,480,71259,2694000,179589,790102
Argentina,ARG,1997,46894,7020,47229,,480,65259,2712000,160971,823041
Argentina,ARG,1998,43218,7020,43527,,480,56896,2469169,184041,930247
Argentina,ARG,1999,48000,7280,55000,,510,54002,2719784,214583,982860
Argentina,ARG,2000,47961,7280,54955,,510,59002,2718000,213965,1000260
Argentina,ARG,2001,43488,7280,49829,,510,91101,2461000,197504,993122
Argentina,ARG,2002,43485,7410,55500,,525,59539,2493000,165292,742310
Argentina,ARG,2003,48500,7423,55600,,540,61269,2658000,149755,781365
Argentina,ARG,2004,48500,7423,46000,,540,54269,3024000,160000,909153
Argentina,ARG,2005,48500,7423,48000,,540,61270,3130800,185000,1053153
Argentina,ARG,2006,48500,7540,52000,,540,59069,3033600,230000,1202270
Argentina,ARG,2007,49000,7670,50200,,540,58799,3223700,240000,1287910
Argentina,ARG,2008,47637,8348,39509,,540,55899,3131902,274355,1444588
Argentina,ARG,2009,49000,9100,37712,,540,54899,3378460,288851,1546340
Argentina,ARG,2010,50000,9230,32407,,540,84311,2630163,279102,1643470
Argentina,ARG,2011,50000,9360,29023,,540,75846,2498954,300663,1824600
Argentina,ARG,2012,50000,9295,21297,,557,69065,2595815,331000,1948923
Argentina,ARG,2013,50000,9290,19990,,581,67044,2821608,416442,1967742
Argentina,ARG,2014,50000,9442,20344,,576,68719,2674000,442025,1980882
Argentina,ARG,2015,50000,9308,18791,,552,66115,2727000,483437,2138144
Argentina,ARG,2016,50000,9390,19977,,551,58937,2644000,522428,2099460
Argentina,ARG,2017,50000,9453,22452,,547,57850,2844511,566276,2161370
Argentina,ARG,2018,50000,9562,25934,,536,56569,3066094,620549,2114204
Argentina,ARG,2019,50467,9687,24498,,535,61202,3135908,629717,2249238
Argentina,ARG,2020,50980,9813,20189,,526,65207,3168472,655382,2265175
Argentina,ARG,1990,,7280,43500,,780,91600,3007000,140548,371797
Armenia,ARM,1992,,,,,,8100,32600,16800,9600
Armenia,ARM,1993,,,,,,8400,30400,4500,3200
Armenia,ARM,1994,,,,,,7376,28800,6100,3300
Armenia,ARM,1995,,,,,,7067,29700,4800,6800
Armenia,ARM,1996,,,,,,5469,33100,5600,4200
Armenia,ARM,1997,,,,,,4879,34800,5400,4000
Armenia,ARM,1998,,,,,,5080,34900,7200,4100
Armenia,ARM,1999,,,,,,4517,32000,8300,4300
Armenia,ARM,2000,,,,,,8121,30900,9100,3200
Armenia,ARM,2001,,,,,,6843,29413,8509,3608
Armenia,ARM,2002,,,,,,5929,29613,10310,4404
Armenia,ARM,2003,,,,,,6245,29921,11508,5010
Armenia,ARM,2004,,,,,,7270,33406,8505,4275
Armenia,ARM,2005,,,,,,7624,34400,9400,4600
Armenia,ARM,2006,,,,,,7214,40400,14100,5100
Armenia,ARM,2007,,,,,,7313,43300,13300,5800
Armenia,ARM,2008,,,,,,7404,49300,7500,6700
Armenia,ARM,2009,,,,,,8891,49600,7200,5000
Armenia,ARM,2010,,,,,,8184,48000,7900,5400
Armenia,ARM,2011,,,,,,8381,48200,9400,5700
Armenia,ARM,2012,,,,,,8480,47600,9500,8300
Armenia,ARM,2013,,,,,,8980,53600,12600,8200
Armenia,ARM,2014,,,,,,9081,59000,16200,8800
Armenia,ARM,2015,,,,,,9847,63600,17500,9500
Armenia,ARM,2016,,,,,,10344,68100,18000,9700
Armenia,ARM,2017,,,,,,11038,70800,16600,10600
Armenia,ARM,2018,,,,,,10830,68800,16300,12300
Armenia,ARM,2019,,,,,,10735,68100,16100,12400
Armenia,ARM,2020,,,,,,10635,68300,16200,12300
Asia,,1961,16000,206113,79269,53624,69537,1431987,2727029,2901029,1499188
Asia,,1962,16000,216435,76445,55206,75638,1467516,2835945,3485850,1584945
Asia,,1963,17000,232157,76093,54781,82229,1498320,2929572,5046364,1694936
Asia,,1964,17000,238192,74164,56425,89265,1527766,3076737,6390224,1757716
Asia,,1965,18000,249748,79879,58364,96362,1571217,3123624,7283156,1878960
Asia,,1966,19105,260933,74005,58860,102991,1630312,3135858,8026940,1999367
Asia,,1967,21064,266224,77161,58171,109117,1648095,3196705,8428853,2167212
Asia,,1968,21980,276849,77592,61047,116294,1671406,3287993,8382432,2331398
Asia,,1969,25800,286691,72649,57605,123078,1720279,3432435,8266212,2510685
Asia,,1970,25560,298557,72592,57287,130113,1745683,3563744,8440311,2692457
Asia,,1971,26840,309358,74487,60191,136453,1793900,3645408,9517797,2872450
Asia,,1972,26600,328773,74476,61680,143157,1805154,3740958,10351133,3128147
Asia,,1973,25520,345895,76132,67730,150627,1865233,3806208,10553717,3327407
Asia,,1974,26200,366074,79526,85034,157264,1934996,4115869,10591533,3481985
Asia,,1975,26400,366441,83990,80491,163914,2064544,4173618,10634925,3661435
Asia,,1976,26800,388827,86971,77672,169646,2076199,4178682,10710098,3896321
Asia,,1977,28700,408632,90789,76977,176633,2161206,4328463,10883117,4177713
Asia,,1978,28000,434211,92703,73056,184146,2275676,4453427,11961322,4566646
Asia,,1979,28800,470539,84408,72712,191270,2293998,4641464,14376794,4946847
Asia,,1980,29500,485151,80439,70516,197567,2359211,4719612,15791765,5205885
Asia,,1981,28700,508834,79266,66193,204233,2514489,4899106,16447313,5523983
Asia,,1982,29500,539187,78417,64258,212000,2672071,5162734,17411940,5966614
Asia,,1983,29000,557222,79921,66925,219624,2781960,5240925,18119380,6325151
Asia,,1984,28650,565076,80687,71966,224784,2876150,5681053,19801331,6504693
Asia,,1985,27300,587752,84824,75979,226944,2920421,5835135,22193776,6882203
Asia,,1986,25850,652151,87601,73857,260110,3016057,6262644,22860242,7583828
Asia,,1987,28480,733012,91153,75008,303023,3196846,6451712,24377036,8384914
Asia,,1988,29480,778322,89156,77024,410039,3359925,6664530,26154014,9190003
Asia,,1989,32600,803216,92978,82667,427585,3584994,6865097,27480577,9457596
Asia,,1990,35700,879876,96437,90501,487677,3771998,7087532,29319011,10015113
Asia,,1991,36745,964576,105866,92313,652371,3715771,7454307,31673044,11192324
Asia,,1992,42843,1093041,183220,97835,757575,4308126,9147448,34180086,12761708
Asia,,1993,45941,1314178,168179,97209,867519,4556779,9872765,36512102,14419257
Asia,,1994,42836,1438868,232955,97332,949519,4765688,10158467,40244956,15467486
Asia,,1995,40731,1649290,247993,91614,1346435,5024358,10599651,44583246,16990659
Asia,,1996,30224,1690564,303626,110266,1380845,4850398,10784219,39941612,17549270
Asia,,1997,34315,1869065,290652,106023,1527875,5218713,11837226,44281265,19360200
Asia,,1998,36296,2011214,290795,104778,1679065,5518421,12238926,47109856,20232573
Asia,,1999,40491,2294749,306130,100571,1734452,5692153,12911049,48253368,21211495
Asia,,2000,26575,2318098,308336,106093,1766878,5848322,13036343,47906554,22874425
Asia,,2001,26658,2393541,312368,104157,1769312,5894884,12729235,49047714,23346136
Asia,,2002,27719,2323508,311444,103483,1718007,6004218,13148822,50195644,24363235
Asia,,2003,27866,2398248,313934,102807,1779355,6297148,13360219,51850840,25541770
Asia,,2004,27089,2460805,322320,107752,1814048,6630527,13934070,52920188,25682029
Asia,,2005,26236,2679491,325186,107939,1950754,6884458,14034890,55111971,27263109
Asia,,2006,25154,2739986,315442,109713,1957126,7054766,14791062,56734079,28324301
Asia,,2007,24582,2922138,309922,114677,2149660,7412692,15518712,53169557,30225135
Asia,,2008,23818,3126903,308427,117015,2181515,7417676,15590891,56528224,31744933
Asia,,2009,23556,3234671,314541,119800,2266261,7593994,15913975,59626427,33322293
Asia,,2010,23292,3354932,307214,122857,2353773,7711341,16519808,61564251,34785668
Asia,,2011,23025,3485609,326910,123518,2428426,7737227,16539677,61261502,36374740
Asia,,2012,22755,3619761,345150,121162,2560629,7842896,16923180,64569989,38537684
Asia,,2013,22485,3690584,336348,135983,2594807,7966214,17207207,66488130,40293041
Asia,,2014,20939,3589992,352076,186936,2484867,8239432,17304933,68355381,40805673
Asia,,2015,20057,3527068,389947,193803,2438265,8539777,17585532,68430553,41378190
Asia,,2016,21330,3677273,380365,205209,2550111,8736959,17726261,66449883,43322075
Asia,,2017,20878,3918225,318167,214481,2565061,9102947,18230746,66704400,46554806
Asia,,2018,20854,4138084,344360,222581,2671446,9162132,18743022,66466452,49125879
Asia,,2019,21128,4200727,372906,237705,2688969,9279073,19014344,54409796,50276132
Asia,,2020,21077,4298948,429538,233952,2744549,9715605,19203731,53214355,50662444
Asia (FAO),,1961,16120,206132,79269,53624,69537,1435972,2729264,2902857,1502264
Asia (FAO),,1962,16120,216455,76445,55206,75638,1471560,2838281,3487882,1588251
Asia (FAO),,1963,17120,232176,76093,54781,82229,1502537,2932009,5048904,1698472
Asia (FAO),,1964,17120,238212,74164,56425,89264,1532136,3079277,6392966,1761508
Asia (FAO),,1965,18120,249753,79879,58363,96361,1575789,3126266,7286305,1883680
Asia (FAO),,1966,19230,260939,74005,58860,102990,1635292,3138550,8033646,2004397
Asia (FAO),,1967,21189,266230,77161,58170,109117,1653633,3199447,8436473,2173260
Asia (FAO),,1968,22105,276853,77592,61047,116294,1677555,3290838,8390559,2338748
Asia (FAO),,1969,25925,286696,72649,57605,123077,1727138,3435380,8277387,2520315
Asia (FAO),,1970,25685,298562,72592,57287,130113,1753638,3566792,8452503,2702297
Asia (FAO),,1971,26970,309364,74487,60191,136453,1802689,3648658,9530497,2882954
Asia (FAO),,1972,26730,328781,74476,61680,143157,1814339,3744515,10364849,3139110
Asia (FAO),,1973,25650,345900,76132,67730,150627,1875808,3810170,10569668,3337866
Asia (FAO),,1974,26330,366078,79526,85034,157264,1941904,4117899,10606265,3490279
Asia (FAO),,1975,26535,366447,83990,80491,163914,2068152,4174991,10647117,3668842
Asia (FAO),,1976,26935,388832,86971,77672,169646,2080343,4180257,10723712,3904283
Asia (FAO),,1977,28835,408650,90789,76977,176632,2165849,4330099,10897341,4186060
Asia (FAO),,1978,28135,434227,92703,73056,184145,2281451,4455277,11976562,4575552
Asia (FAO),,1979,28940,470544,84408,72712,191270,2299490,4643293,14392440,4957283
Asia (FAO),,1980,29640,485169,80439,70516,197567,2364547,4721634,15807086,5216399
Asia (FAO),,1981,28840,508861,79266,66193,204233,2519876,4901138,16464839,5534922
Asia (FAO),,1982,29640,539211,78417,64258,212000,2677641,5164736,17431549,5978806
Asia (FAO),,1983,29145,557250,79921,66925,219623,2787850,5243373,18140380,6338845
Asia (FAO),,1984,28795,565105,80687,71966,224784,2882590,5683498,19824581,6518937
Asia (FAO),,1985,27445,587774,84824,75979,226944,2927850,5837886,22217376,6896294
Asia (FAO),,1986,25995,652192,87601,73857,260110,3023886,6266243,22883442,7599804
Asia (FAO),,1987,28630,733040,91153,75008,303022,3205847,6455812,24402336,8400115
Asia (FAO),,1988,29630,778371,89156,77024,410038,3368726,6668529,26181414,9207592
Asia (FAO),,1989,32775,803275,92978,82666,427584,3593244,6869196,27509877,9478719
Asia (FAO),,1990,35848,879929,96437,90501,487676,3780097,7091632,29350410,10037353
Asia (FAO),,1991,36915,964628,105866,92313,652371,3722731,7458907,31704944,11213451
Asia (FAO),,1992,43003,1093111,183220,97835,757575,4314766,9151998,34213586,12786976
Asia (FAO),,1993,46101,1314268,168179,97209,867519,4564129,9876965,36551302,14445882
Asia (FAO),,1994,43336,1438968,232955,97332,949519,4773078,10162897,40287456,15495471
Asia (FAO),,1995,41031,1649410,247993,91614,1346435,5032178,10604681,44626046,17020494
Asia (FAO),,1996,30542,1690664,303626,110266,1380845,4858138,10789119,39987212,17580464
Asia (FAO),,1997,34665,1869225,290652,106023,1527875,5226793,11842626,44327365,19393444
Asia (FAO),,1998,36713,2011344,290795,104778,1679065,5528261,12242926,47157056,20265317
Asia (FAO),,1999,40911,2294899,306130,100571,1734452,5702903,12914999,48302518,21246171
Asia (FAO),,2000,27000,2318288,308336,106093,1766878,5858842,13040793,47958804,22906984
Asia (FAO),,2001,27192,2393759,312368,104157,1769312,5905874,12733135,49098414,23380272
Asia (FAO),,2002,27987,2323759,311444,103483,1718007,6016798,13152622,50247444,24398358
Asia (FAO),,2003,28361,2398508,313934,102807,1779355,6305209,13364222,51905153,25575181
Asia (FAO),,2004,27734,2460987,322320,107752,1814048,6637517,13937874,52975403,25714811
Asia (FAO),,2005,26676,2679562,325186,107939,1950754,6891403,14039072,55166655,27296661
Asia (FAO),,2006,25390,2740048,315442,109713,1957126,7061941,14795065,56786591,28351574
Asia (FAO),,2007,24918,2922200,309922,114677,2149660,7419798,15522632,53224535,30254277
Asia (FAO),,2008,24110,3126928,308427,117015,2181515,7424887,15595139,56587397,31774339
Asia (FAO),,2009,23845,3234671,314541,119800,2266261,7599480,15918480,59684529,33350025
Asia (FAO),,2010,23765,3354932,307214,122857,2353773,7716184,16524287,61621309,34813814
Asia (FAO),,2011,23573,3485609,326910,123518,2428426,7742152,16544504,61316715,36402169
Asia (FAO),,2012,23228,3619761,345150,121162,2560629,7848628,16928493,64621711,38563278
Asia (FAO),,2013,22886,3690584,336348,135983,2594807,7971508,17211769,66536794,40315312
Asia (FAO),,2014,21412,3589992,352076,186936,2484867,8244637,17309506,68397999,40827596
Asia (FAO),,2015,20538,3527068,389947,193803,2438265,8545226,17590485,68474327,41402364
Asia (FAO),,2016,21921,3677273,380365,205209,2550111,8741912,17731215,66493782,43346339
Asia (FAO),,2017,21205,3918225,318167,214481,2565061,9108204,18235847,66747543,46580335
Asia (FAO),,2018,20854,4138084,344360,222581,2671446,9167752,18748302,66508252,49151299
Asia (FAO),,2019,21128,4200727,372906,237705,2688969,9284503,19019954,54453146,50302982
Asia (FAO),,2020,21077,4298948,429538,233952,2744549,9720255,19208371,53256785,50689124
Australia,AUS,1961,,830,14840,,,583775,642924,110000,49388
Australia,AUS,1962,,850,14560,,,596526,803950,122427,49740
Australia,AUS,1963,,870,12320,,,603234,928606,116223,50810
